founder_uuid,success,industry,ipos,acquisitions,educations_json,jobs_json,anonymised_prose
87e8a44f-e7b1-48b9-8a7f-78e3b0ac8888,0,Software Development,,,"[
  {
    ""degree"": ""BE"",
    ""field"": ""Mechanical Engineering"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Co-Founder, VP of Engineering"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Senior Software Engineer"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Senior Software Engineer"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Software Engineer"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""6-9""
  }
]","This founder leads a startup in the Software Development industry.
Education:
* BE in Mechanical Engineering (Institution QS rank 200+)

Professional experience:
* Co-Founder, VP of Engineering for <2 years in the `IT Services & Digital Solutions` industry (51-200 employees)
* Senior Software Engineer for 6-9 years in the `IT Services & Digital Solutions` industry (10001+ employees)
* Senior Software Engineer for 6-9 years
* Software Engineer for 6-9 years
"
520423e6-a39f-41ed-98ff-abd2bea91edc,0,Biotechnology & Nanotechnology Research,,,"[
  {
    ""degree"": ""Fellowship"",
    ""field"": ""Neuroscience and Diabetes"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""Postdoc"",
    ""field"": ""Neuroscience"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""Postdoc"",
    ""field"": ""Neuroscience"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""PhD"",
    ""field"": ""Biochemistry"",
    ""qs_ranking"": ""102""
  },
  {
    ""degree"": ""BSc (Hons)"",
    ""field"": ""Biology and Biological Sciences"",
    ""qs_ranking"": ""105""
  },
  {
    ""degree"": """",
    ""field"": """",
    ""qs_ranking"": ""40""
  }
]","[
  {
    ""role"": ""Professor (Neuroscience)"",
    ""company_size"": """",
    ""industry"": """"
  },
  {
    ""role"": ""Professor, Head (Pharmacology & Therapeutics)"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""6-9""
  }
]","This founder leads a startup in the Biotechnology & Nanotechnology Research industry.
Education:
* Fellowship in Neuroscience and Diabetes (Institution QS rank 200+)
* Postdoc in Neuroscience (Institution QS rank 200+)
* Postdoc in Neuroscience (Institution QS rank 200+)
* PhD in Biochemistry (Institution QS rank 102)
* BSc (Hons) in Biology and Biological Sciences (Institution QS rank 105)
* (Institution QS rank 40)

Professional experience:
* Professor (Neuroscience)
* Professor, Head (Pharmacology & Therapeutics) for 6-9 years in the `Higher Education & Research` industry (5001-10000 employees)
"
7cd26623-3de5-4a10-b820-9ebd61307f90,0,"Technology, Information & Internet Platforms",[],[],,"[
  {
    ""role"": ""CEO"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Gaming"",
    ""duration"": "">9""
  },
  {
    ""role"": ""Board Member"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Gaming"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Board Member"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Technology, Information & Internet Platforms industry.
Professional experience:
* CEO for >9 years in the `Gaming` industry (51-200 employees)
* Board Member for <2 years in the `Gaming` industry (2-10 employees)
* Board Member for <2 years
"
24cc73aa-269b-4075-abca-8d90561e2210,0,Electronic & Precision Equipment Manufacturing,,,"[
  {
    ""degree"": ""MSc"",
    ""field"": ""Entrepreneurship"",
    ""qs_ranking"": ""54""
  },
  {
    ""degree"": ""BS"",
    ""field"": ""Computer Engineering"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": """",
    ""field"": """",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Senior Manufacturing Engineer"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Wellness & Community Health"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Systems Engineer"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Electronic & Precision Equipment Manufacturing industry.
Education:
* MSc in Entrepreneurship (Institution QS rank 54)
* BS in Computer Engineering (Institution QS rank 200+)
* (Institution QS rank 200+)

Professional experience:
* Senior Manufacturing Engineer for 4-5 years in the `Wellness & Community Health` industry (11-50 employees)
* Systems Engineer for <2 years in the `Software Development` industry (11-50 employees)
"
4d9ac74c-f9fb-4444-bed3-e17eb3508c81,0,Food & Beverage Services & Retail,,,"[
  {
    ""degree"": ""Master"",
    ""field"": ""Food Science"",
    ""qs_ranking"": ""170""
  },
  {
    ""degree"": ""BS"",
    ""field"": ""Biochemistry and Molecular Biology"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Sensory Specialist"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Food & Beverage Services & Retail"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Researcher"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Food & Beverage Services & Retail industry.
Education:
* Master in Food Science (Institution QS rank 170)
* BS in Biochemistry and Molecular Biology (Institution QS rank 200+)

Professional experience:
* Sensory Specialist for 4-5 years in the `Food & Beverage Services & Retail` industry (501-1000 employees)
* Researcher for <2 years in the `Higher Education & Research` industry (10001+ employees)
"
11ea942d-be5b-4e5f-be60-ef3f09c032d9,0,General Retail & Consumer Goods,[],[],"[
  {
    ""degree"": """",
    ""field"": ""Business Administration and Management"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": """",
    ""field"": ""General Education"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""CMO"",
    ""company_size"": """",
    ""industry"": ""Financial Services"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the General Retail & Consumer Goods industry.
Education:
* in Business Administration and Management (Institution QS rank 200+)
* in General Education (Institution QS rank 200+)

Professional experience:
* Founder for <2 years
* CMO for <2 years in the `Financial Services` industry
"
fb446e15-1401-4b36-90c0-2195be3da2e8,0,"Technology, Information & Internet Platforms",,,"[
  {
    ""degree"": ""BA"",
    ""field"": ""Aerospace Flight Technology"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Consultant"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""VP (Business Development)"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": ""Internet Media & Publishing"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Digital Media)"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Medical Equipment Manufacturing"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Rich Media)"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Real Estate & Leasing"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Business Development & Alliances)"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Business Development)"",
    ""company_size"": """",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""COO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Director (Outbound Sales)"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""General Retail & Consumer Goods"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Technology, Information & Internet Platforms industry.
Education:
* BA in Aerospace Flight Technology (Institution QS rank 200+)

Professional experience:
* Consultant for 2-3 years
* VP (Business Development) for <2 years
* Founder for <2 years in the `Internet Media & Publishing` industry
* Director (Digital Media) for <2 years in the `Medical Equipment Manufacturing` industry (10001+ employees)
* Director (Rich Media) for <2 years in the `Real Estate & Leasing` industry (51-200 employees)
* Director (Business Development & Alliances) for <2 years
* Director (Business Development) for <2 years in the `Technology, Information & Internet Platforms` industry
* COO for 2-3 years
* Director (Outbound Sales) for <2 years in the `General Retail & Consumer Goods` industry (1001-5000 employees)
"
b4ec0c7b-cf5e-4bef-a880-89379f655ead,0,Biotechnology & Nanotechnology Research,,,"[
  {
    ""degree"": """",
    ""field"": ""Physics"",
    ""qs_ranking"": ""3""
  }
]","[
  {
    ""role"": ""Vice Chair (Research)"",
    ""company_size"": """",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Biotechnology & Nanotechnology Research industry.
Education:
* in Physics (Institution QS rank 3)

Professional experience:
* Vice Chair (Research) for 2-3 years in the `Higher Education & Research` industry
"
f3b277cc-5907-46d5-bfa1-a3656b030f00,0,IT Services & Digital Solutions,,,"[
  {
    ""degree"": ""MS"",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""12""
  },
  {
    ""degree"": """",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""102""
  },
  {
    ""degree"": ""BS"",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Business Strategy Consultant"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Knowledge Base Content Developer"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Executive VP (Products)"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""SVP (Products)"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""VP (Products & Strategy)"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Director (Product Management & Product Marketing)"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""Software Development"",
    ""duration"": "">9""
  },
  {
    ""role"": ""R&D Manager"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""Software Development"",
    ""duration"": "">9""
  },
  {
    ""role"": ""Director (Development)"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Software Consultant, Company Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Software Engineer & Project Manager"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Software Engineer"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Government Policy & Legal Services"",
    ""duration"": ""6-9""
  }
]","This founder leads a startup in the IT Services & Digital Solutions industry.
Education:
* MS in Computer Science (Institution QS rank 12)
* in Computer Science (Institution QS rank 102)
* BS in Computer Science (Institution QS rank 200+)

Professional experience:
* Founder for <2 years
* Business Strategy Consultant for <2 years in the `Software Development` industry (5001-10000 employees)
* Knowledge Base Content Developer for <2 years in the `IT Services & Digital Solutions` industry (11-50 employees)
* Executive VP (Products) for <2 years in the `IT Services & Digital Solutions` industry (5001-10000 employees)
* SVP (Products) for 6-9 years in the `Software Development` industry (5001-10000 employees)
* VP (Products & Strategy) for 6-9 years in the `Software Development` industry (5001-10000 employees)
* Director (Product Management & Product Marketing) for >9 years in the `Software Development` industry (5001-10000 employees)
* R&D Manager for >9 years in the `Software Development` industry (5001-10000 employees)
* Director (Development) for <2 years
* Software Consultant, Company Founder for <2 years
* Software Engineer & Project Manager for <2 years in the `Software Development` industry (10001+ employees)
* Software Engineer for 6-9 years in the `Government Policy & Legal Services` industry (10001+ employees)
"
614e0f4d-9df2-45fa-af75-3b12a4917827,0,Software Development,,,"[
  {
    ""degree"": ""MCA"",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BCA"",
    ""field"": ""Computer Applications"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Co-Founder, Director Product Management"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""E-Learning"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Product Manager"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""E-Learning"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Lead Solution Specialist"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Internet Media & Publishing"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Quality Assurance Lead (Virtual Classroom)"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Internet Media & Publishing"",
    ""duration"": ""4-5""
  }
]","This founder leads a startup in the Software Development industry.
Education:
* MCA in Computer Science (Institution QS rank 200+)
* BCA in Computer Applications (Institution QS rank 200+)

Professional experience:
* Co-Founder, Director Product Management for <2 years in the `E-Learning` industry (11-50 employees)
* Product Manager for 2-3 years in the `E-Learning` industry (201-500 employees)
* Lead Solution Specialist for <2 years in the `Internet Media & Publishing` industry (201-500 employees)
* Quality Assurance Lead (Virtual Classroom) for 4-5 years in the `Internet Media & Publishing` industry (201-500 employees)
"
232c6882-8b2d-4ec1-bc50-a497b2f2fab7,0,Mechanical Engineering & Engineering Services,,,"[
  {
    ""degree"": ""BS"",
    ""field"": ""Mechanical Engineering and Physics"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""CEO, President, CTO, Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": "">9""
  }
]","This founder leads a startup in the Mechanical Engineering & Engineering Services industry.
Education:
* BS in Mechanical Engineering and Physics (Institution QS rank 200+)

Professional experience:
* CEO, President, CTO, Founder for >9 years
"
28f751d1-1f6c-4892-b313-b52c51b1773c,0,Motor Vehicle,,,,"[
  {
    ""role"": ""Lead Mechanic"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""Industrial & Agricultural Machinery Manufacturing"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Motor Vehicle industry.
Professional experience:
* Lead Mechanic for 2-3 years in the `Industrial & Agricultural Machinery Manufacturing` industry (5001-10000 employees)
"
bf2ee925-40d0-42f3-8b89-dcf88cba7740,0,Extractive Industries,,,,"[
  {
    ""role"": ""Tool Crib Quoting & Purchasing"",
    ""company_size"": """",
    ""industry"": ""Industrial & Agricultural Machinery Manufacturing""
  }
]","This founder leads a startup in the Extractive Industries industry.
Professional experience:
* Tool Crib Quoting & Purchasing in the `Industrial & Agricultural Machinery Manufacturing` industry
"
d511c9f7-32fa-4f57-b58c-504e711304ca,0,Electronic & Precision Equipment Manufacturing,[],[],"[
  {
    ""degree"": ""BS"",
    ""field"": ""Computer Science"",
    ""qs_ranking"": ""127""
  }
]","[
  {
    ""role"": ""Co-Founder, CEO"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Electronic & Precision Equipment Manufacturing"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": ""Mechanical Engineering & Engineering Services"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Director (Consumer Robotics)"",
    ""company_size"": """",
    ""industry"": ""Industrial & Agricultural Machinery Manufacturing"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""R&D Project Manager, Software Engineer"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Entertainment & Live Arts"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Software Developer, Consultant"",
    ""company_size"": """",
    ""industry"": ""Financial Services"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Electronic & Precision Equipment Manufacturing industry.
Education:
* BS in Computer Science (Institution QS rank 127)

Professional experience:
* Co-Founder, CEO for 2-3 years in the `Electronic & Precision Equipment Manufacturing` industry (11-50 employees)
* Founder for 2-3 years in the `Mechanical Engineering & Engineering Services` industry
* Director (Consumer Robotics) for <2 years in the `Industrial & Agricultural Machinery Manufacturing` industry
* R&D Project Manager, Software Engineer for 2-3 years in the `Entertainment & Live Arts` industry (51-200 employees)
* Software Developer, Consultant for <2 years in the `Financial Services` industry
"
5f00b762-6035-4b84-b853-006225aae179,0,Biotechnology & Nanotechnology Research,,,"[
  {
    ""degree"": ""MBA"",
    ""field"": ""Business Administration"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": """",
    ""field"": """",
    ""qs_ranking"": ""101""
  }
]","[
  {
    ""role"": ""CEO"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Biotechnology & Nanotechnology Research"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Management Consultant"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": "">9""
  }
]","This founder leads a startup in the Biotechnology & Nanotechnology Research industry.
Education:
* MBA in Business Administration (Institution QS rank 200+)
* (Institution QS rank 101)

Professional experience:
* CEO for 2-3 years in the `Biotechnology & Nanotechnology Research` industry (11-50 employees)
* Management Consultant for >9 years
"
11104477-788d-47fa-b87d-01bb45f9f293,0,"Technology, Information & Internet Platforms",,,,"[
  {
    ""role"": ""Business Development Manager"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Project Strategy)"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Business Development & Marketing Manager"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Human Resources & Talent Services"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""VP (Business Development)"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Business Development Lead"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Creative & Graphic Design"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Business Development, Product Marketing Manager"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Business Development, Marketing Manager"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Account Executive"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Technology, Information & Internet Platforms industry.
Professional experience:
* Business Development Manager for <2 years
* Director (Project Strategy) for <2 years
* Business Development & Marketing Manager for <2 years in the `Human Resources & Talent Services` industry (2-10 employees)
* Founder for <2 years
* VP (Business Development) for <2 years
* Business Development Lead for 2-3 years in the `Creative & Graphic Design` industry (11-50 employees)
* Business Development, Product Marketing Manager for <2 years
* Business Development, Marketing Manager for <2 years
* Account Executive for <2 years in the `Technology, Information & Internet Platforms` industry (11-50 employees)
"
440ef6ca-a6a6-4529-9b01-ea48765c3683,0,Broadcast Media Production & Distribution,,,"[
  {
    ""degree"": """",
    ""field"": """",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Owner"",
    ""company_size"": """",
    ""industry"": ""Broadcast Media Production & Distribution""
  }
]","This founder leads a startup in the Broadcast Media Production & Distribution industry.
Education:
* (Institution QS rank 200+)

Professional experience:
* Owner in the `Broadcast Media Production & Distribution` industry
"
1b434da7-8f06-4f9a-8e6a-4cf3d0a06464,0,Legal Services & Law Firms,,,"[
  {
    ""degree"": ""JD/MBA"",
    ""field"": ""Law and Business"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""General Counsel"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""VP, General Counsel"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""General Counsel"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Wellness & Community Health"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Attorney"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Legal Services & Law Firms"",
    ""duration"": ""4-5""
  }
]","This founder leads a startup in the Legal Services & Law Firms industry.
Education:
* JD/MBA in Law and Business (Institution QS rank 200+)

Professional experience:
* General Counsel for 2-3 years
* VP, General Counsel for 2-3 years
* General Counsel for <2 years in the `Wellness & Community Health` industry (51-200 employees)
* Attorney for 4-5 years in the `Legal Services & Law Firms` industry (501-1000 employees)
"
fe0be04a-d873-4c37-94d9-5b5b199224f7,0,Apparel & Fashion,[],[],,"[
  {
    ""role"": ""Co-Founder"",
    ""company_size"": """",
    ""industry"": """"
  }
]","This founder leads a startup in the Apparel & Fashion industry.
Professional experience:
* Co-Founder
"
bcee0842-0114-44c0-bbf7-9720b241bd75,0,Food & Beverage Services & Retail,,,,"[
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": ""Food & Beverage Services & Retail"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Food & Beverage Services & Retail industry.
Professional experience:
* Founder for 2-3 years in the `Food & Beverage Services & Retail` industry
"
9a390061-bc96-4e34-b26f-5ffa263b37bb,0,Industrial & Agricultural Machinery Manufacturing,,,,"[
  {
    ""role"": ""Regional Pool Manager (Northeast)"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Food & Beverage Services & Retail"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Organic Dairy Farmer"",
    ""company_size"": """",
    ""industry"": ""Food & Beverage Production & Farming"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Co-Founder, President, CEO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Co-Founder, President, CEO"",
    ""company_size"": """",
    ""industry"": ""Software Development"",
    ""duration"": ""6-9""
  }
]","This founder leads a startup in the Industrial & Agricultural Machinery Manufacturing industry.
Professional experience:
* Regional Pool Manager (Northeast) for 2-3 years in the `Food & Beverage Services & Retail` industry (501-1000 employees)
* Organic Dairy Farmer for 6-9 years in the `Food & Beverage Production & Farming` industry
* Co-Founder, President, CEO for 4-5 years
* Co-Founder, President, CEO for 6-9 years in the `Software Development` industry
"
7ced8ffe-89ca-4f26-bff0-6d0cd026ef0e,0,Electronic & Precision Equipment Manufacturing,,,"[
  {
    ""degree"": """",
    ""field"": """",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""VP (Sales)"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""General Manager"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Electronic & Precision Equipment Manufacturing"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Business Development Manager, President"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Sales"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Electronic & Precision Equipment Manufacturing"",
    ""duration"": ""4-5""
  }
]","This founder leads a startup in the Electronic & Precision Equipment Manufacturing industry.
Education:
* (Institution QS rank 200+)

Professional experience:
* VP (Sales) for <2 years
* General Manager for <2 years in the `Electronic & Precision Equipment Manufacturing` industry (51-200 employees)
* Business Development Manager, President for <2 years
* Sales for 4-5 years in the `Electronic & Precision Equipment Manufacturing` industry (51-200 employees)
"
150037f4-0dca-47e6-9923-49c361e0e054,0,"Technology, Information & Internet Platforms",,,,"[
  {
    ""role"": ""Director, Cinematographer, Producer"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": "">9""
  },
  {
    ""role"": ""Co-Founder, Custom Drones Builder"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Aerospace, Defense & Ship/Space"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Producer, Film Director"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Marketing, Advertising & Events"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Creative Director"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Marketing, Advertising & Events"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Executive Producer"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Film Director, Producer"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Film Director, Producer"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Music Producer"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""IT Consultant"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Founder, CTO"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Technology, Information & Internet Platforms industry.
Professional experience:
* Director, Cinematographer, Producer for >9 years
* Co-Founder, Custom Drones Builder for <2 years in the `Aerospace, Defense & Ship/Space` industry (2-10 employees)
* Producer, Film Director for 2-3 years in the `Marketing, Advertising & Events` industry (2-10 employees)
* Creative Director for 2-3 years in the `Marketing, Advertising & Events` industry (2-10 employees)
* Executive Producer for <2 years
* Film Director, Producer for 2-3 years
* Film Director, Producer for <2 years
* Music Producer for <2 years
* IT Consultant for 2-3 years
* Founder for <2 years
* Founder, CTO for 2-3 years in the `IT Services & Digital Solutions` industry (11-50 employees)
"
